LOOPNr,ID,method,DGUnr,Depth (m),F⁻ [mg/L],Cl⁻ [mg/L],Br⁻ [mg/L],NO₃⁻ [mg/L],PO₄⁻ [mg/L],SO₄²⁻ [mg/L],NH₄⁺ [μg/L],DOC [mg/L],TIC [mg/L],δ¹⁸O [‰],δD [‰],Al³⁺ [mg/L],Ba²⁺ [mg/L],Ca²⁺ [mg/L],Fe²⁺ [mg/L],K⁺ [mg/L],Mg²⁺ [mg/L],Mn²⁺ [mg/L],Na⁺ [mg/L],Ni²⁺ [mg/L],Sr²⁺ [mg/L],Fe(II)_FA [mg/kg],Fe(total)_FA [mg/kg],Fe(II)/Fe(total) [-],GW_Al³⁺ [mg/L],GW_Ba²⁺ [mg/L],GW_Ca²⁺ [mg/L],GW_Fe²⁺ [mg/L],GW_K⁺ [mg/L],GW_Mg²⁺ [mg/L],GW_Mn²⁺ [mg/L],GW_Na⁺ [mg/L],GW_Ni²⁺ [mg/L],GW_Sr²⁺ [mg/L],GW_pH [-],GW_Cond [µS/cm],GW_DO [mg/L],GW_F⁻ [mg/L],GW_Cl⁻ [mg/L],GW_Br⁻ [mg/L],GW_NO₃⁻ [mg/L],GW_PO₄³⁻ [mg/L],GW_SO₄²⁻ [mg/L],GW_δ¹⁸O [‰],GW_δD [‰]
LOOP2,P1,GeoProbe,40.2054,1.07,,,,,,,,,,,,,,,,,,,,,,0.2,28.4,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,1.6,,,,,,,,,,,,,,,,,,,,,,1.1,162.5,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,1.78,0.97,832.49,-0.05,84.51,-0.05,39.56,6573.65,70.54,9.86,-7.06,-47.98,0.52,0.32,96.5,,4.37,39.35,0.52,429.93,0.05,0.78,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,2.79,,,,,,,,,,,,,,,,,,,,,,10.5,207.1,0.05,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,2.94,0.4,141.45,0.33,78.38,-0.05,44.91,1362.46,61.68,,,,0.3,0.04,52.27,,1.74,15.55,0.03,70.3,0.03,0.38,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,4.01,,,,,,,,,,,,,,,,,,,,,,18.2,205.9,0.09,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,4.16,3.03,55.15,0.27,37.43,-0.05,68.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,4.325,,,,,,,,,,,,,,,,,,,,,,11.7,150.8,0.08,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,5.23,,,,,,,,,,,,,,,,,,,,,,9.8,282.8,0.03,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,5.38,1.05,35.71,0.12,45.67,-0.05,45.64,192.85,,,,,0.33,0.11,104.57,,2.2,9.94,0.02,41.52,0.01,0.68,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,5.92,1.05,36.63,0.42,54.99,-0.05,42.7,208.06,,66.64,,,0.34,0.18,99.01,,4.82,9.23,0.02,44.83,0.01,0.62,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,6.45,,,,,,,,,,,,,,,,,,,,,,4.0,206.4,0.02,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,6.6,1.43,39.07,0.57,73.82,-0.05,65.14,636.69,,76.71,,,0.3,0.13,117.57,,9.18,9.1,0.02,41.06,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,7.67,,,,,,,,,,,,,,,,,,,,,,0.9,66.1,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,7.82,0.69,41.56,0.02,56.76,-0.05,43.54,1042.26,66.45,103.4,-7.21,-49.42,0.33,0.05,144.66,,3.99,8.71,0.06,32.3,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,8.99,,,,,,,,,,,,,,,,,,,,,,238.5,441.4,0.54,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,9.14,0.3,28.5,0.18,65.9,-0.05,41.71,262.07,39.67,93.07,-7.42,-51.18,0.28,0.03,118.67,,3.11,7.88,0.36,22.41,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,10.025,,,,,,,,,,,,,,,,,,,,,,1.4,111.4,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,10.17,0.09,27.6,0.09,90.87,-0.05,46.16,133.7,35.67,56.87,-7.5,-52.56,0.27,0.03,98.49,,1.89,8.71,0.17,22.24,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,10.76,0.18,26.93,0.11,91.74,-0.05,46.14,182.15,35.3,70.97,-7.6,-51.95,0.32,0.03,103.51,,1.84,8.19,0.05,22.49,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,12.1,0.37,30.97,0.13,117.36,-0.05,38.43,100.36,68.13,57.52,-7.99,-55.73,0.27,0.07,102.99,,3.41,9.63,0.26,27.72,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,12.49,,,,,,,,,,,,,,,,,,,,,,3.7,135.7,0.03,,,,,,,,,,,,,,,,,,,,,
LOOP2,P1,GeoProbe,40.2054,12.84,0.12,29.75,0.16,142.07,-0.05,38.68,18.62,57.58,52.36,-7.97,-55.55,0.27,0.04,94.96,,2.51,8.67,0.03,25.3,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,0.3,0.46,10.32,-0.05,79.59,-0.05,36.7,77.13,,,,,3.96,0.12,29.27,2.87,7.42,3.14,0.02,29.21,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,0.44,,,,,,,,,,,,,,,,,,,,,,20.7,80.0,0.26,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,1.555,,,,,,,,,,,,,,,,,,,,,,96.5,253.0,0.38,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,1.94,0.16,26.02,0.11,124.71,-0.05,56.26,241.96,68.54,11.75,-7.0,-48.59,0.28,0.14,50.4,,21.75,7.96,0.13,21.03,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,2.79,,,,,,,,,,,,,,,,,,,,,,5.0,97.0,0.05,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,3.19,0.25,48.08,0.01,82.31,-0.05,76.86,195.29,67.56,23.04,-7.11,-48.86,0.28,0.1,67.57,,5.81,7.4,0.11,34.64,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,3.53,,,,,,,,,,,,,,,,,,,,,,163.5,261.0,0.63,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,3.88,1.38,29.4,-0.05,51.86,-0.05,89.12,419.95,103.8,55.23,-6.92,-48.9,0.28,0.11,113.82,,6.91,10.26,0.12,31.28,0.03,0.46,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,4.01,,,,,,,,,,,,,,,,,,,,,,483.1,517.1,0.93,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,4.16,1.55,41.89,0.43,0.69,-0.05,160.56,1996.75,124.45,58.77,-7.49,-50.51,0.27,0.07,123.29,,3.12,8.14,0.21,41.1,0.02,0.44,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,4.55,,,,,,,,,,,,,,,,,,,,,,517.6,565.6,0.92,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,4.7,0.99,33.88,0.23,0.46,-0.05,161.9,458.72,94.56,55.09,-7.87,-51.81,0.27,0.08,119.0,,2.56,7.27,0.17,36.51,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,5.03,0.43,242.66,0.48,0.18,-0.05,104.57,827.24,100.55,84.52,-7.72,-51.92,0.49,0.09,147.07,,5.4,12.71,0.37,134.83,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,5.37,,,,,,,,,,,,,,,,,,,,,,331.4,757.9,0.44,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,5.77,,,,,,,,,,,,,,,,,,,,,,680.7,755.3,0.9,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,5.92,0.21,27.05,0.19,0.06,-0.05,114.35,7.3,98.26,53.16,-7.62,-52.82,2.16,0.08,102.23,1.03,3.02,9.98,0.82,28.64,0.24,0.33,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,5.93,2.66,38.12,-0.05,0.52,0.19,164.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,6.25,,,,,,,,,,,,,,,,,,,,,,36.7,295.8,0.12,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,6.4,0.22,48.25,0.25,0.07,-0.05,107.17,241.21,66.16,63.67,-7.79,-53.02,0.27,0.05,109.39,,3.05,10.1,1.2,34.33,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,6.87,,,,,,,,,,,,,,,,,,,,,,168.7,264.7,0.64,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2,GeoProbe,40.2055,7.02,0.41,65.47,0.29,2.31,-0.05,118.3,508.07,112.25,69.54,-7.49,-53.02,0.33,0.12,115.12,0.02,2.89,9.89,0.05,48.05,0.26,0.45,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,1.32,0.27,15.13,-0.05,0.06,-0.05,54.34,376.04,103.9,,-6.63,-47.7,0.3,0.09,102.67,0.04,7.79,7.5,0.45,34.87,0.05,0.36,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,1.66,,,,,,,,,,,,,,,,,,,,,,512.5,752.1,0.68,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,2.69,0.21,26.95,0.39,0.12,-0.05,144.48,2119.82,82.36,76.71,-7.56,-52.57,0.32,0.09,106.41,,5.18,9.34,0.1,29.32,0.04,0.36,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,3.065,,,,,,,,,,,,,,,,,,,,,,411.8,623.2,0.66,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,3.58,0.29,26.66,0.15,0.05,-0.05,136.12,240.0,57.21,53.8,-8.09,-55.34,0.35,0.08,82.29,0.14,2.92,7.89,0.06,25.13,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,3.91,0.23,25.31,0.18,0.07,-0.05,122.92,191.84,57.29,36.76,-7.76,-53.99,0.29,0.07,78.42,,2.5,8.32,0.1,26.89,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,4.25,,,,,,,,,,,,,,,,,,,,,,671.3,710.7,0.94,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,4.6,0.67,27.82,0.28,0.19,0.11,121.82,795.49,84.48,62.57,-7.5,-54.72,0.31,0.06,69.45,,3.46,7.89,0.09,31.08,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,5.03,0.37,25.37,0.21,0.1,-0.05,117.39,67.25,70.83,34.65,-7.34,-53.74,0.34,0.05,69.34,,2.73,7.57,0.1,26.0,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,5.37,,,,,,,,,,,,,,,,,,,,,,635.9,663.8,0.96,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,5.72,0.3,13.02,0.1,0.07,-0.05,96.4,193.32,46.33,75.22,-7.75,-54.11,0.27,0.05,68.21,,2.87,7.35,0.09,26.5,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,6.25,0.34,26.02,0.2,0.13,-0.05,127.3,209.02,82.63,35.81,-7.41,-53.5,0.27,0.05,68.3,,2.77,7.38,0.1,26.37,0.02,0.24,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,6.59,,,,,,,,,,,,,,,,,,,,,,1061.9,1128.3,0.94,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,6.94,0.23,22.49,0.21,0.07,0.07,105.76,36.95,79.13,31.26,-7.74,-53.67,0.26,0.05,62.25,1.25,2.32,6.9,0.07,25.54,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,7.23,1.34,30.78,0.29,0.25,-0.05,107.62,409.28,87.31,47.91,-7.62,-52.54,0.38,0.05,66.75,,3.52,7.42,0.08,28.67,0.01,0.23,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,7.93,0.21,30.91,0.22,38.68,-0.05,66.21,1089.33,125.96,53.41,-7.34,-51.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,9.23,,,,,,,,,,,,,,,,,,,,,,520.4,559.8,0.93,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,9.58,0.24,32.4,0.29,0.15,0.06,118.55,101.29,85.97,49.5,-7.87,-52.47,0.26,0.06,71.22,,3.94,7.93,0.09,30.12,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,10.0,0.89,33.11,0.37,-0.05,-0.05,165.57,2.56,46.49,66.28,-7.66,-53.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,14.45,0.13,27.4,0.16,50.03,-0.05,45.4,118.27,,,,,0.27,0.04,99.01,,2.32,9.31,0.08,26.49,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P2A,GeoProbe,48.2126,14.79,0.26,26.54,0.32,20.21,-0.05,47.49,70.67,44.65,66.79,-8.03,-53.61,0.26,0.08,105.13,,2.77,10.01,0.11,27.66,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,0.49,,,,,,,,,,,,,,,,,,,,,,8.2,256.7,0.03,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,1.42,,,,,,,,,,,,,,,,,,,,,,3.8,43.2,0.09,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,1.57,0.06,32.61,-0.05,210.82,-0.05,46.87,113.26,39.5,20.94,-7.33,-48.36,0.38,0.12,76.12,0.05,39.59,8.85,0.03,24.82,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,2.59,0.34,28.87,0.16,0.12,0.09,66.22,147.19,66.36,44.58,-7.75,-53.12,0.32,0.06,76.48,0.0,3.47,8.0,0.53,26.87,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,2.88,,,,,,,,,,,,,,,,,,,,,,33.2,172.1,0.19,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,2.98,0.28,32.25,0.15,0.09,-0.05,91.27,89.9,52.48,34.54,-8.09,-54.83,0.27,0.1,79.98,0.03,5.9,4.78,0.11,24.16,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,4.11,0.16,33.59,0.12,0.1,0.09,97.61,183.79,50.58,25.99,-8.24,-56.44,0.27,0.05,68.95,,2.91,5.86,0.04,24.9,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,4.25,,,,,,,,,,,,,,,,,,,,,,326.8,491.2,0.67,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,4.4,0.13,33.81,0.13,0.07,0.11,89.43,35.36,52.64,31.18,-8.15,-56.95,0.26,0.06,67.45,,2.88,5.71,0.04,24.15,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,5.53,,,,,,,,,,,,,,,,,,,,,,552.3,581.1,0.95,,,,,,,,,,,,,,,,,,,,,
LOOP2,P3,GeoProbe,48.2127,5.68,1.62,42.54,-0.05,0.4,0.05,97.16,447.55,117.9,25.5,-8.39,-57.72,0.34,0.08,78.96,,4.45,7.31,0.09,35.24,0.02,0.34,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,0.35,3.63,389.37,3.31,202.76,0.36,101.11,38109.18,,,,,3.98,0.17,93.55,0.32,22.11,14.12,0.06,284.5,0.02,0.66,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,1.57,3.88,40.11,0.27,11.73,-0.05,79.38,357.55,,,,,0.81,0.06,38.83,0.53,11.63,5.78,0.03,62.54,0.02,0.38,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,1.71,,,,,,,,,,,,,,,,,,,,,,0.2,18.9,0.01,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,2.64,,,,,,,,,,,,,,,,,,,,,,0.3,22.0,0.02,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,2.99,0.6,22.17,0.31,153.03,-0.05,46.45,532.93,46.72,51.97,-7.48,-50.37,0.34,0.28,112.61,0.0,25.26,11.19,0.09,33.81,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,3.95,,,,,,,,,,,,,,,,,,,,,,4.5,57.9,0.08,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,5.86,0.8,48.96,0.17,82.12,-0.05,30.67,26.62,42.84,8.32,-8.16,-52.85,0.36,0.04,44.29,0.03,15.06,6.88,0.06,24.8,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,6.25,0.28,52.36,0.2,7.59,-0.05,77.22,229.08,58.12,65.56,-8.26,-52.07,0.34,0.07,109.4,,16.1,13.13,0.39,33.97,0.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,6.39,,,,,,,,,,,,,,,,,,,,,,4.0,99.4,0.04,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,7.47,0.28,87.63,0.24,6.55,-0.05,26.41,796.33,44.55,61.98,-8.07,-52.21,0.47,0.08,96.76,,18.24,8.54,0.17,61.07,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,7.81,,,,,,,,,,,,,,,,,,,,,,874.3,1295.6,0.67,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,8.16,0.14,58.55,0.31,33.14,0.16,27.53,118.61,69.86,19.82,-7.91,-53.61,0.33,0.05,39.31,0.0,14.21,3.91,0.21,47.46,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,8.69,0.39,186.38,0.36,,-0.05,33.4,459.76,66.59,61.21,-7.95,-52.53,0.34,0.08,86.89,,17.76,9.73,0.33,120.27,0.01,0.47,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,8.83,,,,,,,,,,,,,,,,,,,,,,617.0,1035.2,0.6,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,9.48,0.21,62.45,0.29,30.85,0.07,32.31,102.16,53.01,19.77,-7.95,-52.99,0.42,0.08,39.9,0.04,13.89,5.84,0.18,44.78,0.01,0.29,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,10.11,0.29,52.37,0.14,0.5,0.12,25.4,110.49,61.79,60.34,-7.93,-53.24,0.53,0.06,76.32,0.06,22.65,9.16,0.61,46.13,0.05,0.48,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,10.25,,,,,,,,,,,,,,,,,,,,,,526.6,859.3,0.61,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,10.7,0.32,82.39,0.27,0.06,-0.05,31.62,524.44,71.13,60.6,-7.73,-52.46,0.44,0.07,84.51,0.21,22.67,11.83,2.12,53.74,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,11.05,0.08,29.06,0.18,0.01,0.17,101.75,103.1,58.78,51.82,-7.87,-53.24,0.06,0.06,105.74,0.04,3.51,10.31,2.16,37.23,0.02,0.29,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,14.84,,,,,,,,,,,,,,,,,,,,,,128.9,474.1,0.27,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,14.99,1.24,37.02,0.21,51.19,0.36,53.98,138.87,,,,,0.35,0.12,79.58,0.02,16.98,10.81,0.04,51.19,0.01,0.75,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,15.13,,,,,,,,,,,,,,,,,,,,,,158.1,463.0,0.34,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,17.58,,,,,,,,,,,,,,,,,,,,,,159.9,344.9,0.46,,,,,,,,,,,,,,,,,,,,,
LOOP2,P4,GeoProbe,40.2056,17.73,1.98,57.65,0.62,5.19,0.23,100.25,361.86,,,,,0.35,0.11,95.48,0.03,4.52,17.28,0.03,71.07,0.01,0.78,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,0.44,,,,,,,,,,,,,,,,,,,,,,62.0,113.5,0.55,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,1.37,0.89,184.52,0.7,0.21,-0.05,77.99,651.13,128.41,51.32,-8.16,-55.36,0.39,0.05,138.74,0.04,3.7,11.84,0.6,78.73,0.02,0.42,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,1.59,,,,,,,,,,,,,,,,,,,,,,3.4,124.0,0.03,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,1.9,3.02,75.44,1.57,3.41,0.36,166.62,1255.93,,,,,0.42,0.1,120.57,0.06,4.78,17.44,0.06,72.19,0.02,0.81,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,2.19,1.6,84.36,-0.05,0.48,0.19,142.04,199.15,,,,,0.39,0.08,91.05,0.2,4.15,12.18,0.1,64.38,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,2.59,0.92,40.25,0.25,0.16,-0.05,155.81,113.3,98.31,36.48,-8.26,-57.09,0.36,0.09,98.72,0.02,2.61,11.93,0.06,38.35,0.01,0.42,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,2.93,,,,,,,,,,,,,,,,,,,,,,182.2,426.1,0.43,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,3.28,0.34,47.08,0.37,0.19,-0.05,69.93,169.87,90.4,51.87,-8.34,-57.73,0.34,0.09,100.27,0.01,2.0,10.88,0.05,29.36,0.01,0.33,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,3.57,0.38,44.8,0.27,4.89,0.05,71.4,172.94,66.11,48.18,-8.2,-57.1,0.34,0.09,95.98,,1.79,11.31,0.2,30.66,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,4.36,,,,,,,,,,,,,,,,,,,,,,34.3,217.1,0.16,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,4.51,0.63,41.88,0.15,2.12,-0.05,94.2,96.1,103.96,38.23,-8.07,-56.53,0.33,0.07,85.38,,1.7,8.86,0.02,32.55,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,5.58,,,,,,,,,,,,,,,,,,,,,,5.6,178.1,0.03,,,,,,,,,,,,,,,,,,,,,
LOOP2,P5,GeoProbe,40.2057,5.73,0.31,29.64,0.26,0.09,-0.05,96.95,79.71,122.89,35.69,-8.35,-56.87,0.37,0.07,77.24,,1.52,8.13,0.02,26.21,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,0.4,0.5,28.04,0.04,11.59,0.1,100.44,80.53,71.34,6.45,-7.54,-51.08,0.57,0.06,71.71,0.03,1.03,3.75,0.01,16.15,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,2.28,0.34,28.68,-0.05,0.05,0.11,151.36,3680.95,39.19,33.12,-8.57,-58.41,0.4,0.13,106.37,,1.92,6.7,0.05,28.29,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,3.36,0.23,29.02,0.07,0.04,0.07,22.84,3846.51,42.06,45.52,-8.48,-58.1,0.36,0.06,76.83,,1.18,4.49,0.04,21.51,0.0,0.2,18.4,18.1,1.02,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,3.81,0.25,28.31,0.11,0.09,0.06,106.42,2499.81,47.68,46.48,-8.19,-57.5,0.36,0.13,100.37,,1.66,6.1,0.02,23.8,0.01,0.32,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,4.15,,,,,,,,,,,,,,,,,,,,,,478.3,502.1,0.95,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,5.47,,,,,,,,,,,,,,,,,,,,,,632.2,662.0,0.95,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,5.82,0.17,29.01,0.15,0.16,-0.05,118.48,1707.2,59.58,55.68,-8.02,-55.14,0.35,0.07,119.86,0.02,2.47,12.89,0.13,22.13,0.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,6.35,0.31,30.06,0.24,0.25,-0.05,115.74,383.68,49.26,51.28,-8.44,-56.99,0.5,0.04,113.81,0.03,2.89,11.19,0.07,28.32,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,
LOOP2,P6,GeoProbe,40.2058,6.69,,,,,,,,,,,,,,,,,,,,,,123.1,243.7,0.51,,,,,,,,,,,,,,,,,,,,,
